City,Country Code,Latitude,Longitude,URL,Name,Max Temperature,Humidity,Cloud Cover,Wind Speed,Date
zhigalovo,RU,54.126988251423995,105.12842541169664,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=zhigalovo,Russian Federation,51.92,98.0,100.0,3.8,1561518993.0
talakan,RU,51.18385742758682,130.28454697624278,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=talakan,Russian Federation,76.58,48.0,87.0,3.91,1561518993.0
baykit,RU,67.04023393687706,94.71696368817824,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=baykit,Russian Federation,78.02,30.0,100.0,2.84,1561518994.0
srednekolymsk,RU,65.26191438181101,154.79326976167695,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=srednekolymsk,Russian Federation,82.34,20.0,1.0,11.9,1561518994.0
gari,RU,59.763663073101704,61.96262530112364,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=gari,Russian Federation,56.24,54.0,33.0,8.52,1561518994.0
shakhovskaya,RU,56.19504900329557,35.46765538934377,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=shakhovskaya,Russian Federation,56.78,79.0,92.0,4.59,1561518994.0
solovetskiy,RU,64.58016081681414,36.64874886904605,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=solovetskiy,Russian Federation,,,,,
svetlaya,RU,46.9333844046767,137.28537378985948,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=svetlaya,Russian Federation,60.2,98.0,99.0,5.5,1561518994.0
talnakh,RU,76.99556993481133,88.0451360711844,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=talnakh,Russian Federation,41.0,60.0,75.0,8.95,1561518995.0
ust-kut,RU,57.56117534907716,105.82484123272245,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ust-kut,Russian Federation,75.5,35.0,45.0,10.29,1561518995.0
ola,RU,58.59364159678378,152.93816870168354,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ola,Russian Federation,48.86,73.0,3.0,4.14,1561518995.0
kosh-agach,RU,49.840008607887114,89.58535315347041,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kosh-agach,Russian Federation,44.9,42.0,0.0,2.06,1561518995.0
usinsk,RU,69.56820976645668,57.39181999695162,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=usinsk,Russian Federation,50.3,67.0,100.0,11.01,1561518995.0
khani,RU,56.88542672472013,121.41519888215214,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=khani,Russian Federation,75.2,94.0,75.0,2.24,1561518995.0
onega,RU,64.32438168883326,37.830544631272396,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=onega,Russian Federation,48.68,90.0,2.0,3.58,1561518996.0
komsomolskiy,RU,70.73047286125977,172.33601802910718,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=komsomolskiy,Russian Federation,42.2,89.0,100.0,12.26,1561518996.0
magadan,RU,59.53524487968889,150.95215153037037,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=magadan,Russian Federation,48.86,74.0,2.0,6.02,1561518996.0
severo-kurilsk,RU,46.13013938207504,156.92937340789874,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=severo-kurilsk,Russian Federation,43.64,94.0,100.0,22.41,1561518996.0
suntar,RU,61.572167271404545,117.35117406603183,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=suntar,Russian Federation,75.32,45.0,0.0,5.7,1561518996.0
severo-yeniseyskiy,RU,59.65943886929841,93.94196021714764,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=severo-yeniseyskiy,Russian Federation,71.0,54.0,100.0,5.82,1561518996.0
ayan,RU,56.95331391355265,138.73399930398313,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ayan,Russian Federation,58.58,84.0,0.0,2.71,1561519000.0
blagoveshchensk,RU,55.082128896131756,55.8941045750525,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=blagoveshchensk,Russian Federation,69.8,52.0,20.0,8.95,1561519000.0
udachnyy,RU,66.88084543691818,112.6701131040108,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=udachnyy,Russian Federation,78.8,29.0,0.0,4.47,1561519000.0
olenegorsk,RU,67.88083434898269,33.34566181639471,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=olenegorsk,Russian Federation,51.74,69.0,82.0,4.45,1561519000.0
belyy yar,RU,61.83948251412795,84.82426596204567,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=belyy yar,Russian Federation,57.2,82.0,75.0,4.47,1561519000.0
ushuaia,AR,-53.68467064167243,-60.075216919227344,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ushuaia,Argentina,28.4,92.0,40.0,4.7,1561519000.0
rio gallegos,AR,-49.890096424049304,-65.46774610204135,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rio gallegos,Argentina,37.4,59.0,90.0,9.17,1561518776.0
comodoro rivadavia,AR,-45.439349334039036,-69.39336158925407,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=comodoro rivadavia,Argentina,48.2,45.0,0.0,16.11,1561519001.0
mar del plata,AR,-39.15635526795124,-57.20778301474208,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mar del plata,Argentina,42.56,58.0,100.0,18.92,1561519001.0
general pico,AR,-35.2802203562426,-63.15934864622771,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=general pico,Argentina,44.18,41.0,33.0,9.26,1561519001.0
san juan,AR,-30.47925735044289,-67.96058120019072,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=san juan,Argentina,89.01,66.0,75.0,4.7,1561518968.0
reconquista,AR,-29.55600673722275,-59.81696794121045,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=reconquista,Argentina,42.02,60.0,33.0,5.19,1561519002.0
tres arroyos,AR,-38.3171181060487,-60.46339382532997,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tres arroyos,Argentina,38.42,61.0,0.0,8.21,1561519002.0
necochea,AR,-46.96009349189807,-56.30927260335412,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=necochea,Argentina,39.99,89.0,1.0,5.99,1561519002.0
concordia,AR,-31.567780071179737,-58.05484333022868,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=concordia,Argentina,41.0,75.0,0.0,7.05,1561519002.0
presidencia roque saenz pena,AR,-26.791383142816173,-60.28874314333758,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=presidencia roque saenz pena,Argentina,45.44,58.0,100.0,5.26,1561519003.0
rawson,AR,-45.46132094701027,-64.23411713206124,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rawson,Argentina,41.12,55.0,99.0,18.45,1561518884.0
taolanaro,MG,-39.53640262161417,49.25353919570344,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=taolanaro,Madagascar,,,,,
tsihombe,MG,-37.764272998702886,47.677882002481276,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tsihombe,Madagascar,,,,,
sambava,MG,-12.265994575039654,56.23625712581406,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sambava,Madagascar,63.08,93.0,0.0,2.55,1561519003.0
ampanihy,MG,-26.142156269613828,42.77437728129894,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ampanihy,Madagascar,60.56,93.0,0.0,3.6,1561519003.0
antsohihy,MG,-15.012792704966062,47.934117333859774,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=antsohihy,Madagascar,71.9,82.0,0.0,7.36,1561519003.0
antalaha,MG,-15.119979120744047,53.8231352645729,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=antalaha,Madagascar,63.44,99.0,19.0,3.13,1561519004.0
beloha,MG,-32.08710599315148,40.80475352598657,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=beloha,Madagascar,60.74,93.0,0.0,4.43,1561519004.0
morondava,MG,-20.0610476424212,40.591686262364995,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=morondava,Madagascar,72.26,65.0,0.0,13.47,1561519004.0
bluff,NZ,-56.31066033520775,162.9048721043034,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bluff,New Zealand,67.04,66.0,34.0,22.21,1561519004.0
tuatapere,NZ,-45.90868271775712,166.54577073368637,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tuatapere,New Zealand,52.0,77.0,99.0,8.01,1561519004.0
kaitangata,NZ,-61.52169192545311,173.50078036204866,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kaitangata,New Zealand,50.0,53.0,0.0,5.99,1561519004.0
ahipara,NZ,-36.147377658962995,164.1378194920689,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ahipara,New Zealand,58.22,79.0,0.0,13.82,1561519005.0
waharoa,NZ,-37.61799932640051,175.5350797116201,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=waharoa,New Zealand,60.01,62.0,0.0,1.79,1561519008.0
whitianga,NZ,-35.6260260975446,177.36022244063327,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=whitianga,New Zealand,60.01,72.0,27.0,1.01,1561519008.0
dunedin,NZ,-47.75398016266889,173.71279140110084,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dunedin,New Zealand,48.68,61.0,0.0,2.33,1561519007.0
ruatoria,NZ,-33.85938295613208,179.80911256759026,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ruatoria,New Zealand,,,,,
kaeo,NZ,-28.251937770332923,173.90253470709092,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kaeo,New Zealand,57.0,84.0,2.0,5.01,1561519011.0
christchurch,NZ,-45.76289561964733,175.20419118366328,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=christchurch,New Zealand,52.0,81.0,41.0,10.29,1561518866.0
waipawa,NZ,-46.093123090556716,176.79971471873503,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=waipawa,New Zealand,52.28,72.0,0.0,4.38,1561519012.0
te anau,NZ,-44.19961381237522,166.58357154582012,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=te anau,New Zealand,45.62,67.0,0.0,9.51,1561519012.0
ribeira grande,PT,28.213070978765092,-32.989324210883716,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ribeira grande,Portugal,65.96,71.0,93.0,13.96,1561519012.0
camacha,PT,35.40569305674363,-17.896428472181388,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=camacha,Portugal,68.0,77.0,75.0,8.05,1561519012.0
praia da vitoria,PT,48.36850752486714,-22.2660068882538,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=praia da vitoria,Portugal,64.99,88.0,40.0,13.8,1561519012.0
vila franca do campo,PT,45.45755038925034,-20.686536069982086,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=vila franca do campo,Portugal,64.4,82.0,75.0,9.17,1561519012.0
lagoa,PT,44.55633048405963,-29.977864234870086,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lagoa,Portugal,68.0,100.0,40.0,3.36,1561519013.0
mataura,PF,-53.31360807952285,-156.28006210720832,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mataura,French Polynesia,52.0,77.0,46.0,8.01,1561519013.0
atuona,PF,-9.494055647459405,-139.5873150074396,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=atuona,French Polynesia,81.08,77.0,0.0,17.72,1561519022.0
moerai,PF,-21.43445273859824,-152.26325254570918,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=moerai,French Polynesia,71.54,70.0,6.0,14.81,1561519022.0
vaitape,PF,-17.13863181181749,-153.361734487273,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=vaitape,French Polynesia,79.64,78.0,14.0,13.65,1561519022.0
rikitea,PF,-20.308432187698983,-137.67776529810885,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rikitea,French Polynesia,73.34,81.0,0.0,7.18,1561519023.0
teahupoo,PF,-20.049113703843613,-147.88892755562867,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=teahupoo,French Polynesia,82.4,65.0,40.0,5.82,1561519023.0
faanui,PF,-8.082988901757886,-156.13975922646554,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=faanui,French Polynesia,79.64,78.0,14.0,13.65,1561519023.0
avera,PF,-31.640551603891343,-154.98226556735898,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=avera,French Polynesia,77.0,94.0,1.0,3.36,1561519023.0
manati,CU,22.479301745735555,-76.40149688864031,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=manati,Cuba,68.0,82.0,0.0,4.7,1561519023.0
bahia honda,CU,23.57704064146708,-83.44836271619877,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bahia honda,Cuba,83.96,77.0,0.0,16.2,1561519023.0
muros,ES,42.882577811997855,-14.096410723133971,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=muros,Spain,64.99,93.0,0.0,11.16,1561519024.0
los llanos de aridane,ES,28.09663156649445,-26.73849268347672,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=los llanos de aridane,Spain,68.0,72.0,0.0,4.7,1561519024.0
betanzos,ES,43.00401947191637,-8.278362528274357,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=betanzos,Spain,64.0,100.0,100.0,3.36,1561519024.0
canals,ES,39.00916229322705,-0.4484434524041774,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=canals,Spain,73.99,83.0,40.0,4.7,1561519024.0
mahon,ES,40.3057518718261,5.723878977467535,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mahon,Spain,61.0,93.0,75.0,6.93,1561519024.0
bermeo,ES,44.21825801451943,-2.832904766968284,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bermeo,Spain,66.99,93.0,75.0,4.7,1561519024.0
aguimes,ES,25.71399319058196,-15.397020347641131,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=aguimes,Spain,71.6,73.0,20.0,13.87,1561519025.0
vaini,TO,-25.89600293972264,-170.5817526254553,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=vaini,Tonga,73.4,94.0,75.0,4.7,1561519010.0
saint-philippe,RE,-34.9863507983659,61.98223123153841,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saint-philippe,Réunion,73.4,93.0,1.0,3.36,1561519025.0
saint-leu,RE,-23.11099566476078,52.67939662646498,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saint-leu,Réunion,69.8,83.0,100.0,4.7,1561519025.0
saint-joseph,RE,-29.918694325106124,54.39573942320557,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saint-joseph,Réunion,80.6,73.0,0.0,2.24,1561519019.0
chicama,PE,-10.05403110123632,-82.76682621059747,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=chicama,Peru,62.6,88.0,40.0,9.17,1561519025.0
paramonga,PE,-12.358059923032688,-80.88593022760371,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=paramonga,Peru,60.92,89.0,70.0,11.52,1561519025.0
marcona,PE,-22.63380082968466,-85.94380873674112,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=marcona,Peru,,,,,
pimentel,PE,-8.005256617333572,-82.22380809966324,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pimentel,Peru,71.18,95.0,0.0,1.72,1561519026.0
sechura,PE,-6.656769169494496,-82.90022166264191,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sechura,Peru,64.34,89.0,6.0,15.37,1561519026.0
hualmay,PE,-15.21171106110664,-83.70933007773098,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hualmay,Peru,62.72,85.0,53.0,15.57,1561519026.0
pisco,PE,-25.455946548651838,-98.72785143208708,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pisco,Peru,59.0,82.0,75.0,4.7,1561519026.0
cayenne,GF,10.228758387032187,-44.8734563895779,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=cayenne,French Guiana,77.0,94.0,83.0,3.74,1561519026.0
roura,GF,3.9969992140749038,-52.83694206413392,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=roura,French Guiana,77.0,94.0,92.0,1.57,1561519027.0
saint-georges,GF,3.777020204858204,-50.504461009084395,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saint-georges,French Guiana,60.01,94.0,83.0,1.01,1561518783.0
sinnamary,GF,11.838099401938152,-49.477624897882826,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sinnamary,French Guiana,81.08,80.0,100.0,13.2,1561519027.0
hilo,US,7.9027399176512025,-160.96631094532557,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hilo,United States,84.2,58.0,40.0,16.11,1561518967.0
kapaa,US,14.389878059943072,-177.66736871827615,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kapaa,United States,78.8,88.0,90.0,6.93,1561519000.0
sunrise manor,US,37.130243188013424,-114.78858080665647,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sunrise manor,United States,96.01,5.0,75.0,10.29,1561519027.0
havelock,US,32.80584279430029,-74.66006784472279,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=havelock,United States,81.0,61.0,1.0,2.82,1561518813.0
pahrump,US,38.048254046038274,-115.69233862554545,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pahrump,United States,91.4,10.0,1.0,14.99,1561519028.0
juneau,US,59.43171099830744,-131.9643378620683,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=juneau,United States,73.4,46.0,20.0,9.17,1561519028.0
lompoc,US,22.692903228050398,-132.90750246488506,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lompoc,United States,64.4,77.0,90.0,9.17,1561519031.0
kodiak,US,40.84254054487806,-149.49138485402582,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kodiak,United States,78.8,78.0,1.0,8.05,1561519031.0
rogers,US,36.4993369315775,-94.0030205752292,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rogers,United States,79.0,88.0,40.0,5.82,1561518776.0
bethel,US,58.70735766093671,-166.41578604827225,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bethel,United States,68.0,52.0,90.0,14.99,1561519032.0
sand springs,US,36.33111760382981,-96.46957274322641,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sand springs,United States,82.0,69.0,1.0,4.7,1561519035.0
sitka,US,46.8877837854246,-143.7501122605037,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sitka,United States,75.0,72.0,0.0,1.01,1561519035.0
lamar,US,38.52204877728343,-103.53070220109566,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lamar,United States,71.6,46.0,1.0,11.41,1561519035.0
crestview,US,31.159801544414787,-86.40085464880852,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=crestview,United States,82.4,88.0,1.0,1.88,1561519028.0
homer,US,56.898727471652144,-148.01479899234153,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=homer,United States,66.2,55.0,1.0,9.17,1561518879.0
nome,US,61.90968252619254,-168.69499380694356,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nome,United States,73.4,88.0,1.0,7.43,1561519036.0
ewa beach,US,20.566290588390192,-158.08067912755536,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ewa beach,United States,78.8,94.0,90.0,5.82,1561519036.0
fallon,US,39.7555100479006,-118.34832547487629,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=fallon,United States,73.4,40.0,1.0,3.36,1561519036.0
lumberton,US,34.29522126014996,-78.85926373009175,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lumberton,United States,73.4,88.0,1.0,3.02,1561519036.0
barrow,US,67.43775363966793,-154.09059012584328,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=barrow,United States,38.42,61.0,0.0,8.21,1561519037.0
susanville,US,41.3990765956402,-120.20306155764804,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=susanville,United States,71.6,44.0,1.0,11.41,1561519037.0
green river,US,41.936812688197215,-109.71473379407688,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=green river,United States,66.99,24.0,40.0,11.41,1561519037.0
altamont,US,41.574239904565296,-121.97554128788252,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=altamont,United States,68.0,68.0,1.0,7.36,1561519037.0
ketchikan,US,55.81745108484026,-131.9121155422145,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ketchikan,United States,71.6,60.0,1.0,16.11,1561518948.0
half moon bay,US,36.982357079499906,-123.18270156603428,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=half moon bay,United States,71.01,82.0,40.0,6.93,1561518865.0
albertville,US,34.16933493540702,-86.46324266424429,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=albertville,United States,70.0,88.0,0.0,2.24,1561519038.0
pineville,US,31.675122261195877,-92.51664189460016,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pineville,United States,73.99,94.0,1.0,8.32,1561519038.0
grand island,US,40.777566534279146,-98.29092453078212,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=grand island,United States,70.0,94.0,1.0,8.68,1561518977.0
college station,US,30.898547681369337,-95.99867808110344,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=college station,United States,77.0,73.0,1.0,11.41,1561518983.0
ahuimanu,US,29.11766239150924,-154.68160578160325,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ahuimanu,United States,78.8,94.0,90.0,5.82,1561519038.0
pacific grove,US,31.469714537821602,-129.71269723977244,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pacific grove,United States,73.0,67.0,1.0,8.05,1561519038.0
fairbanks,US,63.418150679417884,-143.8051174501782,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=fairbanks,United States,75.2,23.0,1.0,4.7,1561519009.0
glendive,US,46.71146877384788,-104.2042233279682,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=glendive,United States,73.4,68.0,1.0,5.82,1561519039.0
honolulu,US,20.249863844992284,-157.78435072891028,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=honolulu,United States,78.8,94.0,90.0,5.82,1561518895.0
